CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
147,0xf1be,0xf196,0x242d4828,0xcaf3390,11.0,10.0,26.54612039368277,0.00024536707996032197,-0.0006626690495745713,9.8311230832754e-05,2024-07-30 10:39:17.526617,26.54612039368277,0.00024438856307846824,0.00044084900937041427,9.947580272765512e-05,2024-07-30 10:39:17.527047,10.350576028076603,0.0002447774485570644,-0.0007229993631684417,9.816002047558689e-05,2024-07-30 11:21:38.556130,10.350576028076603,0.0002444587720206649,0.0002144314977385875,9.930212045018824e-05,2024-07-30 11:21:38.556636,-29.89394979781796,0.0002422521617886836,-0.00039047989776014314,9.827064226760648e-05,2024-07-30 12:24:16.569955,-29.89394979781796,0.00024359057676902177,0.00016883089271751972,9.889969833707331e-05,2024-07-30 12:24:16.570420,True
148,0xe8ae,0xe8ca,0x642c311f,0x4c2c16ef,8.0,9.0,26.196307316700995,0.00024466693500934826,-0.0011370110246656795,9.62352114811516e-05,2024-07-30 10:47:49.659418,26.196307316700995,0.00024530765024889683,-0.00019135435285533298,0.00010035090432979738,2024-07-30 10:47:49.659953,10.350576028076603,0.0002442232516396738,-0.0011170905916271234,9.592770882722763e-05,2024-07-30 11:21:38.548759,10.350576028076603,0.00024477609012816523,-8.873151640542698e-05,0.00010084879251318638,2024-07-30 11:21:38.549226,-29.89394979781796,0.00024278233181819633,-0.0012831442955750783,9.489490269009057e-05,2024-07-30 12:24:16.560686,-29.89394979781796,0.00024284683015233008,-0.00035591774751053684,0.0001014593142795977,2024-07-30 12:24:16.561175,True
149,0xd661,0xd660,0x6c2d3a7b,0x44acbd66,24.0,11.0,26.196307316700995,0.0002450318624477654,-0.0008903953628908168,0.00010135449248489136,2024-07-30 10:47:49.651490,26.54612039368277,0.0002454848102294362,8.182354347480159e-05,9.953143434232733e-05,2024-07-30 10:39:17.517068,10.350576028076603,0.0002450875116001549,-0.0009060624841928377,0.00010190236153844778,2024-07-30 11:21:38.541344,10.350576028076603,0.0002452304707189505,-5.9322753348134416e-05,0.00010004596505108418,2024-07-30 11:21:38.541820,-29.85122453650721,0.00024472853754000154,-0.0012159419035750463,0.00010347786061374028,2024-07-30 12:21:24.930583,-29.739070725566492,0.0002442240106696749,-4.561390848673019e-05,0.00010197595629685147,2024-07-30 12:18:35.624794,True
150,0xf20d,0xe826,0x2c29370e,0x642ab5c7,18.0,12.5,27.510109102006567,0.0002463463800291417,-0.0005495449347025505,9.686056560656171e-05,2025-03-05 12:26:21.573816,26.54612039368277,0.00024522054836737396,0.00016989912521903072,9.89895252998812e-05,2024-07-30 10:39:17.512510,10.350576028076603,0.0002441657332255471,-0.0008564251528808686,9.610978384453976e-05,2024-07-30 11:21:38.534995,10.350576028076603,0.0002456740851210816,6.648807236292464e-05,9.913528832972771e-05,2024-07-30 11:21:38.535455,-28.27306019684138,0.0002431840954072292,-0.0004663836513070785,9.683750137755905e-05,2025-03-05 13:10:09.870210,-29.739070725566492,0.0002472106441242893,-4.679056648315694e-05,9.964185858121477e-05,2024-07-30 12:18:35.616323,True
151,0xd645,0xd643,0xe428e14b,0x84af72c0,20.0,8.0,26.54612039368277,0.00024509046268573315,-0.0020091208620428014,9.635151832755041e-05,2024-07-30 10:39:17.503756,26.196307316700995,0.00024544951635220645,0.00010459869034179503,9.59988304505198e-05,2024-07-30 10:47:49.637980,10.350576028076603,0.00024566049845336856,-0.0022817326805107396,9.604925819333442e-05,2024-07-30 11:21:38.528647,10.350576028076603,0.0002452410132693923,2.734353239186582e-05,9.587219082010191e-05,2024-07-30 11:21:38.529197,-29.85122453650721,0.0002474614057371265,-0.0025989121278966465,9.570465399776685e-05,2024-07-30 12:21:24.911632,-29.739070725566492,0.0002444499804795321,-0.00010682095488440124,9.553411318822877e-05,2024-07-30 12:18:35.607809,True
152,0xf1e2,0xf1e3,0x2ca8b5ce,0x8c2f9791,18.5,9.0,26.54612039368277,0.00024493435328624714,-0.001078270300718942,0.00010512647937265947,2024-07-30 10:39:17.475209,26.54612039368277,0.00024497212905861155,0.00046215822849665633,9.905300279872028e-05,2024-07-30 10:39:17.475732,10.350576028076603,0.0002450203907990488,-0.0011699086875218145,0.00010571344066126125,2024-07-30 11:21:38.519436,10.617608911268789,0.0002459111864251057,0.0003196450265142703,9.919511647917528e-05,2024-07-30 11:18:43.954378,-29.739070725566492,0.00024470973707685617,-0.0014272853058922008,0.00010722730844412049,2024-07-30 12:18:35.595205,-29.89394979781796,0.0002484519668334215,0.00044218675005147645,9.996175800208557e-05,2024-07-30 12:24:16.516905,False
153,0xf1de,0xf1df,0xcafe1b2,0xc4ad4029,8.0,13.0,21.205462729839013,0.0002452409430086877,-0.0003547079951499166,9.04560417178903e-05,2024-07-25 13:58:57.499100,21.296253910124364,0.00024524746301991855,0.0002913589318360166,9.140993456446125e-05,2024-07-25 14:01:15.418631,13.21049820706493,0.00024490302895458454,-0.00038965392033030177,9.014396035807821e-05,2024-07-25 15:01:56.039856,10.612268253604945,0.00024544714766707446,0.00030526928721308355,9.135622684661789e-05,2024-07-25 14:59:37.335835,-28.94064240482185,0.00024171123797489015,-0.00013897700682735659,8.859318761407576e-05,2024-07-25 14:41:01.893265,-29.287785152971693,0.00024536042215882815,0.0002629782940117842,9.17339181066401e-05,2024-07-25 14:43:20.974962,False
154,0xd5cc,0xd5ca,0x442842b7,0xecadb93b,5.5,20.5,21.619363698786913,0.0002453501135259837,-0.002078545529587583,9.785278551745994e-05,2024-07-25 11:11:00.460140,21.619363698786913,0.000244801467106532,-0.00011261873900791919,9.771017376460906e-05,2024-07-25 11:11:00.460196,12.866025787747006,0.00024610856100010486,-0.001952486449361357,9.82458500500913e-05,2024-07-25 12:17:22.460516,14.607080186160069,0.00024491626190086305,-0.00019083455046636777,9.776844155994207e-05,2024-07-25 12:22:51.701479,-29.445334554055087,0.00024848315551495733,-0.0022693805789211208,0.00010014483553945691,2024-07-25 11:52:40.777631,-29.445334554055087,0.000243029531281888,-0.0001488834070217382,9.839645044970886e-05,2024-07-25 11:52:40.777769,False
155,0xd5f8,0xd5f7,0xe4aa88fa,0xec2faea1,17.5,22.5,21.619363698786913,0.0002452978114933075,-0.0007267009500246946,9.284520328083887e-05,2024-07-25 11:11:00.464588,21.619363698786913,0.00024439942751012877,-0.0002153325699782993,9.842103350983504e-05,2024-07-25 11:11:00.464632,14.607080186160069,0.0002449288913644982,-0.000752711922804461,9.254688386805171e-05,2024-07-25 12:22:51.706722,14.607080186160069,0.00024330058656772726,-0.00012534234866590221,9.849375714054368e-05,2024-07-25 12:22:51.706797,-29.445334554055087,0.00024063785701837907,-0.0008112004083400404,9.127584827481154e-05,2024-07-25 11:52:40.782228,-29.48538948653391,0.00023711889109390524,-0.000996387813081978,9.765413098562242e-05,2024-07-25 11:55:23.121166,False
156,0xd622,0xd60a,0xc429f113,0xccaf8741,13.5,9.5,24.5,0.00024542496743477877,-0.0011329268768305312,9.766408202996175e-05,2024-07-24 12:11:33.113498,24.5,0.00024520427855776144,-4.2848366394121484e-05,9.996149420472879e-05,2024-07-24 12:11:33.113561,13.987563897154189,0.00024556715877312093,-0.001184070320761399,9.743648006018177e-05,2024-07-24 13:28:57.402602,13.987563897154189,0.00024608310421814905,2.9631445614297647e-05,9.985888355003777e-05,2024-07-24 13:28:57.402677,-29.164950026703288,0.00024408955142314062,-0.0012401516524101486,9.66686898689396e-05,2024-07-24 13:01:42.811310,-29.146257724879835,0.00024791249344328697,0.0001759881601855473,9.958127560044671e-05,2024-07-24 12:55:18.343346,True
157,0xd604,0xd5ee,0x842e2827,0x4c2c4626,22.5,12.0,24.0,0.0002453578428711597,-0.0016670276800234696,9.217855199321815e-05,2024-07-24 12:04:04.116469,24.5,0.00024559570641895044,7.235369268321357e-05,9.864361650618535e-05,2024-07-24 12:11:33.118082,11.97947661554894,0.00024560722143060737,-0.0015533582028220416,9.230640761286682e-05,2024-07-24 13:24:07.266048,11.97947661554894,0.0002463199417292532,3.8935596517464255e-06,9.830471277522651e-05,2024-07-24 13:24:07.266134,-29.146257724879835,0.0002451890417634499,-0.0013478803513566895,9.254407801373654e-05,2024-07-24 12:55:18.348508,-29.092851148241397,0.0002473864041589909,-7.924016017030189e-05,9.751961522777489e-05,2024-07-24 12:58:28.937083,True
158,0xd5af,0xd5b0,0x842baf00,0x84afa5b2,9.0,16.5,26.08949416342412,0.00024537363364758174,-0.0010261292680213696,9.11312790597111e-05,2025-03-06 07:59:36.221407,26.08949416342412,0.0002463597966792594,-0.0008220954057301944,0.00010318306054487534,2025-03-06 07:59:36.221407,11.653696498054472,0.000245322543473307,-0.0009826674718299566,9.102159764788357e-05,2025-03-06 08:20:19.291152,11.653696498054472,0.00024683553388648845,-0.0008310132590201302,0.00010361328231085273,2025-03-06 08:20:19.291152,-28.222323949034866,0.00024531951709956166,-0.0010035570625344659,9.080393774470711e-05,2025-03-06 08:51:35.212352,-28.222323949034866,0.00024804238844231935,-0.0007576941999245523,0.00010459839907161381,2025-03-06 08:51:35.212352,True
159,0xd5b5,0xd5b4,0x4cad730b,0xc42cced9,17.0,9.5,21.46982528419929,0.0002457276135831112,-0.0007668674418894184,8.897478857451022e-05,2024-07-25 11:05:47.511618,21.46982528419929,0.000245115194939347,-6.59196915190341e-05,9.049288622040893e-05,2024-07-25 11:05:47.511754,11.653696498054472,0.0002460156620530277,-0.0008635064633695233,8.854506178248489e-05,2025-03-06 08:20:19.314859,14.72457465476463,0.00024407339519337285,5.957258249833508e-05,9.041956235157442e-05,2024-07-25 12:20:08.814012,-28.222323949034866,0.00024643179087382143,-0.0008587071447299643,8.840731787032636e-05,2025-03-06 08:51:35.239308,-28.222323949034866,0.00024232506299478747,-0.00084657905512181,8.932087258159565e-05,2025-03-06 08:51:35.239308,False
160,0xe880,0xe899,0x242db222,0x4c2c0ecb,19.0,23.0,24.5,0.0002455344226946694,-0.000226725783334214,9.675072024322013e-05,2024-07-24 12:11:33.130347,24.5,0.000244907068849149,0.0008179757367305918,9.55127639454106e-05,2024-07-24 12:11:33.130437,11.432059205004961,0.00024520433243311874,-0.000279225368734648,9.670754359004339e-05,2024-07-24 13:32:10.299238,7.664225223163193,0.0002446359834171751,0.0002119498697787936,9.490741451820813e-05,2024-07-24 13:20:21.933175,-29.092851148241397,0.00024294883169641575,-0.0004924843349828345,9.661461562771522e-05,2024-07-24 12:58:28.951880,-28.2143129625391,0.00024128718236896002,0.0005288163262976986,9.449449598242089e-05,2024-07-24 12:48:33.355836,True
161,0xe862,0xe8c9,0xcace14e,0xec29326e,17.5,9.0,26.08949416342412,0.0002453509738179125,-0.0010139914585983734,9.758470427287726e-05,2025-03-06 07:59:36.278433,24.0,0.0002446846503257276,-0.000357506133003338,0.00010858652087005587,2024-07-24 12:04:04.132861,11.653696498054472,0.0002451589468339505,-0.0009929203898015881,9.755929658878201e-05,2025-03-06 08:20:19.348050,11.653696498054472,0.00024598833653699894,-0.0007666161317885223,0.00010823524197007009,2025-03-06 08:20:19.348050,-28.222323949034866,0.00024444176457832765,-0.001038734654954132,9.740985586399671e-05,2025-03-06 08:51:35.285978,-28.222323949034866,0.0002474532666470021,-0.000713079352609447,0.00010943456098016303,2025-03-06 08:51:35.285978,True
162,0xc1fa,0xf203,0x8ca816c2,0x2caec8ba,10.0,21.0,24.0,0.00024490242916826567,-0.0020797994275275067,0.00010017920089954562,2024-07-24 12:04:04.136938,24.5,0.0002453801318021938,0.0002065040189436207,9.810332241850495e-05,2024-07-24 12:11:33.138679,13.987563897154189,0.00024563922756819733,-0.0021743981509314003,0.00010070937858777323,2024-07-24 13:28:57.430329,11.432059205004961,0.00024552944488312787,0.0001334855465255358,9.819793475829083e-05,2024-07-24 13:32:10.310252,-28.222323949034866,0.00024664349004071,-0.0006863346028280759,0.00010330897835803741,2025-03-06 08:51:35.308952,-29.092851148241397,0.00024460911883822877,-0.00012187537441049612,9.911216677127093e-05,2024-07-24 12:58:28.962178,True
163,0xe837,0xe87e,0xac2dd1a0,0xcac35cf,24.0,13.0,24.5,0.0002460497708313792,-0.0014115916871074718,9.322464870095434e-05,2024-07-24 12:11:33.143043,24.5,0.00024496448630208836,0.00011199668985290012,9.678546451753846e-05,2024-07-24 12:11:33.143115,11.432059205004961,0.00024577689248446146,-0.0016029436224425098,9.262795994426952e-05,2024-07-24 13:32:10.315649,11.432059205004961,0.0002451249503986578,0.00014797436934410602,9.671046929887426e-05,2024-07-24 13:32:10.315752,-29.092851148241397,0.00024330915051976005,-0.00205067366915046,9.04797236196513e-05,2024-07-24 12:58:28.966516,-29.092851148241397,0.00024446291051641116,-8.566378740310077e-05,9.629641802490183e-05,2024-07-24 12:58:28.966609,True
164,0xd5df,0xd5b8,0x8c2c1cb3,0x44aac64e,18.0,17.0,21.619363698786913,0.00024505066921792936,-0.0011276794505999943,9.63848557835359e-05,2024-07-25 11:11:00.469103,21.619363698786913,0.0002449134461304468,-0.00018675279140856205,9.913530601928725e-05,2024-07-25 11:11:00.469150,14.607080186160069,0.00024536459115728787,-0.0011126264289985088,9.651252868709124e-05,2024-07-25 12:22:51.711634,14.72457465476463,0.0002448939909145076,-0.00017077118802039104,9.907759533621888e-05,2024-07-25 12:20:08.867795,-29.474708171206224,0.00024553124186553786,-0.001010999104969823,9.769383914727013e-05,2024-07-25 11:58:13.069955,-29.48538948653391,0.00024228415456199214,-0.00017856824545858796,9.863810198336317e-05,2024-07-25 11:55:23.124960,True
165,0xd67b,0xd69b,None,None,12.0,22.0,22.062638284885935,0.00024420742007788055,0.0003094570174521638,9.710599104058037e-05,2025-02-05 08:23:11.601555,23.686198214694443,0.0002455857770453389,-9.041032746764932e-05,0.00010220367882911926,2025-02-04 16:23:00.250688,12.839322499427787,0.00024392546925210712,1.0593248259749277e-05,9.679380089200379e-05,2025-02-04 16:39:01.285057,12.839322499427787,0.00024608260071893055,-0.00014963957439567688,0.00010232627715700848,2025-02-04 16:39:01.285057,-28.35851071946288,0.00024203555437798127,2.42964745951757e-05,9.625278600236913e-05,2025-02-04 17:10:04.846697,-28.35851071946288,0.0002471614786988202,-0.0002505989133584907,0.00010249533438498498,2025-02-04 17:10:04.846697,True
166,0xd764,0xd76a,None,None,22.5,19.0,23.686198214694443,0.0002456436364646896,-0.0007405663512907168,9.554684315621626e-05,2025-02-04 16:23:00.254759,23.686198214694443,0.00024479386953464664,-0.0005299329596038516,0.00010203080313232507,2025-02-04 16:23:00.254759,12.839322499427787,0.000245595001035372,-0.0008401201309502504,9.547606961238554e-05,2025-02-04 16:39:01.294243,12.839322499427787,0.0002450086070785895,-0.0006782293907403592,0.00010229147501332722,2025-02-04 16:39:01.294243,-28.35851071946288,0.0002457100549256541,-0.0009141667454075075,9.55311044552796e-05,2025-02-04 17:10:04.857553,-28.35851071946288,0.00024529246222998127,-0.0007230930103433453,0.00010286882775283987,2025-02-04 17:10:04.857553,True
167,0xdb2f,0xdb47,None,None,5.0,12.0,23.686198214694443,0.0002452110467634397,-0.000968053039982264,0.00010306901258908473,2025-02-04 16:23:00.258171,23.686198214694443,0.00024514161149158885,-0.0003629689490087795,0.00010216994490939043,2025-02-04 16:23:00.258171,12.839322499427787,0.00024531260690203506,-0.0009797402436728664,0.00010328051706177244,2025-02-04 16:39:01.301673,12.839322499427787,0.00024606714566414995,-0.000408226600897843,0.00010244296994825064,2025-02-04 16:39:01.301673,-28.35851071946288,0.0002454568076842027,-0.0010391220172610294,0.000103586085548673,2025-02-04 17:10:04.862597,-28.35851071946288,0.0002481404614891751,-0.00014869785241317102,0.00010319365193332423,2025-02-04 17:10:04.862597,True
168,0xdacc,0xdae4,None,None,9.5,17.5,23.686198214694443,0.0002460395057347026,-0.0006855855069311523,9.98994199089459e-05,2025-02-04 16:23:00.261931,22.062638284885935,0.0002456441159960497,-0.0006436342428588482,9.800952400043845e-05,2025-02-05 08:23:11.616235,12.839322499427787,0.00024604668301270475,-0.0008003432178246839,9.998779115175286e-05,2025-02-04 16:39:01.304899,12.839322499427787,0.0002453969781480573,-0.0007871664622370322,9.790168971283477e-05,2025-02-04 16:39:01.304899,-28.35851071946288,0.0002458856654515488,-0.000893946672662238,0.00010024130350859871,2025-02-04 17:10:04.867058,-28.35851071946288,0.00024485069462654727,-0.0008417008371995882,9.804520382588263e-05,2025-02-04 17:10:04.867058,True
169,0xd8b1,0xd8cc,None,None,18.0,17.0,22.062638284885935,0.00024567152707659026,-0.00048531921486355545,9.850869485591928e-05,2025-02-05 08:23:11.620765,23.686198214694443,0.00024590025259276416,-0.000558740291796811,0.00010001863123331195,2025-02-04 16:23:00.265361,12.839322499427787,0.00024546881779683214,-0.0006040910817990408,9.848883228498064e-05,2025-02-04 16:39:01.308046,12.839322499427787,0.0002463518089202172,-0.0006332361470055003,0.0001001291878169897,2025-02-04 16:39:01.308046,-28.35851071946288,0.00024439617483846177,-0.0006700329494219726,9.829807965078396e-05,2025-02-04 17:10:04.871785,-28.35851071946288,0.00024725294577161076,-0.0006898695353559914,0.00010044140084210741,2025-02-04 17:10:04.871785,True
170,0xd766,0xd76b,None,None,17.0,24.0,35.067139696345464,0.0002468994974254309,-0.0011651622778200976,9.62289675520039e-05,2025-02-05 13:21:17.793037,35.067139696345464,0.0002462052680400278,-0.000600675895985725,9.573724960198593e-05,2025-02-05 13:21:17.793037,11.872663462272065,0.00024600271740957174,-0.0012347760488559678,9.607888450849565e-05,2025-02-05 13:40:53.783294,11.872663462272065,0.0002454294606821252,-0.0005909620936939142,9.573078554123446e-05,2025-02-05 13:40:53.783294,-28.110170138094148,0.0002442435488424481,-0.0011960413815577664,9.590426557204729e-05,2025-02-05 14:45:45.708153,-28.110170138094148,0.00024357570790207723,-0.000562153822907363,9.565857646136966e-05,2025-02-05 14:45:45.708153,True
171,0xd865,0xd868,None,None,4.0,15.0,23.686198214694443,0.000245581337601174,-0.0011755673016214385,9.715736768016194e-05,2025-02-04 16:23:00.272561,23.686198214694443,0.00024544806714526444,-0.0011958989411549603,9.997705985636671e-05,2025-02-04 16:23:00.272561,12.839322499427787,0.0002452838728621103,-0.0012344879570351797,9.716887898139613e-05,2025-02-04 16:39:01.314290,12.839322499427787,0.00024539721708822783,-0.0011873344712214906,0.00010024561021028329,2025-02-04 16:39:01.314290,-28.35851071946288,0.00024434086755142215,-0.0012545489793490683,9.72973408566708e-05,2025-02-04 17:10:04.880109,-28.35851071946288,0.0002451735833912493,-0.0012408122154750068,0.00010092785835864706,2025-02-04 17:10:04.880109,True
172,0xd702,0xd6e3,None,None,12.5,24.0,23.686198214694443,0.00024521932515897394,-0.001205863446634814,0.00010321574299150391,2025-02-04 16:23:00.276130,22.062638284885935,0.00024538790721177,-0.0008296893321166343,9.667485405867831e-05,2025-02-05 08:23:11.639122,12.839322499427787,0.0002455556721842168,-0.001332673735250367,0.0001032757189041949,2025-02-04 16:39:01.318660,12.839322499427787,0.00024516262742403823,-0.0009302947451253485,9.664981106561612e-05,2025-02-04 16:39:01.318660,-28.35851071946288,0.0002461051612998049,-0.0013757241850320678,0.00010355867069967946,2025-02-04 17:10:04.884319,-28.35851071946288,0.0002442596014033745,-0.0009802209075939206,9.662306240931144e-05,2025-02-04 17:10:04.884319,True
173,0xd781,0xd76e,None,None,10.0,12.0,23.686198214694443,0.0002458420938216455,-0.0008690478748697439,9.525550565345729e-05,2025-02-04 16:23:00.279349,23.686198214694443,0.0002454603122722603,-0.00045772584439235375,9.606360449952775e-05,2025-02-04 16:23:00.279349,12.839322499427787,0.00024577531824986477,-0.0008747673930566968,9.536397024482517e-05,2025-02-04 16:39:01.322026,12.839322499427787,0.0002458934380114439,-0.00046485687561015343,9.625636199797304e-05,2025-02-04 16:39:01.322026,-28.35851071946288,0.0002455913739675011,-0.000945150927998073,9.555677845374483e-05,2025-02-04 17:10:04.888501,-28.35851071946288,0.00024693760927453547,-0.0004562881673032537,9.673263610185161e-05,2025-02-04 17:10:04.888501,True
174,0xd8e7,0xd901,None,None,11.5,18.0,23.94254978255894,0.0002456560921453776,-0.0006711743818137439,9.661665399028696e-05,2025-02-04 16:16:51.532766,23.686198214694443,0.00024599727702663175,-0.00038066200675745954,0.00010337513052776844,2025-02-04 16:23:00.282717,11.883344777599753,0.0002449654600912129,-0.0010958245653409637,9.593273538326992e-05,2025-02-05 08:36:24.595481,12.839322499427787,0.0002454395314400505,-0.0004606748075066669,0.0001035854702961068,2025-02-04 16:39:01.325431,-28.321126115815975,0.0002429610330671529,-0.0011365149891368609,9.547749180678508e-05,2025-02-05 09:06:44.485123,-28.321126115815975,0.0002438144843460435,-0.00036197126007553315,0.00010442119427817282,2025-02-05 09:06:44.485123,True
175,0xdb1e,0xdb37,None,None,12.5,11.0,35.067139696345464,0.00024482285391411667,-0.0012780698774046417,9.325571324759357e-05,2025-02-05 13:21:17.801127,35.067139696345464,0.00024530242371432304,-0.0005524540992216109,9.751038619584162e-05,2025-02-05 13:21:17.801127,11.872663462272065,0.00024452450132519845,-0.0012507914125812758,9.317639827331861e-05,2025-02-05 13:40:53.791268,11.872663462272065,0.0002459544857246065,-0.0005328254212327854,9.753423350153228e-05,2025-02-05 13:40:53.791268,-28.110170138094148,0.0002441442352333693,-0.0012594583978144946,9.294547839873102e-05,2025-02-05 14:45:45.727577,-28.110170138094148,0.0002470748023084174,-0.0005226369234860861,9.740146128446623e-05,2025-02-05 14:45:45.727577,True
176,0xd911,0xd92e,None,None,10.0,13.0,35.067139696345464,0.0002454595965729372,-0.0014045677207539797,9.27681803049022e-05,2025-02-05 13:21:17.804304,35.067139696345464,0.0002458348615911032,-0.0009715915545191467,9.950102212766862e-05,2025-02-05 13:21:17.804304,11.872663462272065,0.00024558581782604987,-0.0013540360599890722,9.268999455293505e-05,2025-02-05 13:40:53.795001,11.872663462272065,0.000245365163678222,-0.0008877197218656874,9.980809424823292e-05,2025-02-05 13:40:53.795001,-28.110170138094148,0.0002461290261315831,-0.0014057935113775955,9.255213521138753e-05,2025-02-05 14:45:45.732221,-28.110170138094148,0.00023949361795857813,0.011839353455370016,0.0001109938400077482,2025-02-05 14:45:45.732221,False
177,0xd921,0xd93b,None,None,25.0,23.0,35.067139696345464,0.0002461334728782332,-0.0017759146452027141,9.802321302534729e-05,2025-02-05 13:21:17.807676,35.067139696345464,0.0002459777348540265,-0.001330174015990393,9.706006786315225e-05,2025-02-05 13:21:17.807676,11.872663462272065,0.0002457832934264051,-0.0016490752628118832,9.821922603143045e-05,2025-02-05 13:40:53.798739,11.872663462272065,0.0002462335511822587,-0.0013918484767385664,9.741128330822351e-05,2025-02-05 13:40:53.798739,-28.110170138094148,0.0002448154510242009,-0.0015918424559363542,9.81588447103881e-05,2025-02-05 14:45:45.736175,-28.110170138094148,0.00024717163685617746,-0.0013774399405115378,9.835088151523603e-05,2025-02-05 14:45:45.736175,True
178,0xd8bd,0xd8d7,None,None,16.5,17.0,35.067139696345464,0.00024493562448047433,-0.0010257693051688443,9.813904890101571e-05,2025-02-05 13:21:17.810878,35.067139696345464,0.0002454912475018016,-0.0006232015401246294,9.094659859514794e-05,2025-02-05 13:21:17.810878,11.872663462272065,0.000245108094542079,-0.0011287220933322573,9.822113755712294e-05,2025-02-05 13:40:53.802433,11.872663462272065,0.00024513098513765784,-0.0006596573856116339,9.068373495358105e-05,2025-02-05 13:40:53.802433,-28.110170138094148,0.0002452746463898245,-0.0011015866461302481,9.877743644594921e-05,2025-02-05 14:45:45.739901,-28.110170138094148,0.0002441887719543233,-0.0006301930154192781,9.019227601449702e-05,2025-02-05 14:45:45.739901,True
179,0xdaff,0xdb17,None,None,14.0,21.0,35.067139696345464,0.0002465121106329537,-0.001274189439466611,0.00010058275746775167,2025-02-05 13:21:17.814069,35.067139696345464,0.0002465322090027178,-0.001056215144449757,9.960051173559087e-05,2025-02-05 13:21:17.814069,11.872663462272065,0.00024638042282373797,-0.001276674216197371,0.0001008161612566604,2025-02-05 13:40:53.805783,11.872663462272065,0.00024626105479413327,-0.001142931549329207,9.978090698123476e-05,2025-02-05 13:40:53.805783,-28.110170138094148,0.00024672020383409936,-0.0013051303380581247,0.00010166282961926908,2025-02-05 14:45:45.744172,-28.110170138094148,0.00024554448308232473,-0.001119080450498966,0.0001002513612412903,2025-02-05 14:45:45.744172,True
180,0xd882,0xd899,None,None,15.0,13.0,35.067139696345464,0.0002454118355148216,-0.0008504542869863796,9.7786944024837e-05,2025-02-05 13:21:17.817068,35.067139696345464,0.00024643986580203845,-0.0008470663457397776,9.704138505269347e-05,2025-02-05 13:21:17.817068,11.872663462272065,0.0002459991843073612,-0.000890260098179052,9.781060002113591e-05,2025-02-05 13:40:53.814432,11.872663462272065,0.00024619958388206,-0.0009474652790916194,9.688728576913463e-05,2025-02-05 13:40:53.814432,-28.110170138094148,0.00024732993892003354,-0.0008055677916742332,9.820837539745876e-05,2025-02-05 14:45:45.748210,-28.110170138094148,0.0002456162227408761,-0.0009611458216309265,9.6643399799418e-05,2025-02-05 14:45:45.748210,True
181,0xd763,0xd78f,None,None,5.0,6.0,35.067139696345464,0.0002458702677927427,-0.0011384948390248395,9.545756721391587e-05,2025-02-05 13:21:17.820068,35.067139696345464,0.0002456573650310394,-0.0008808087939138343,9.782949369424931e-05,2025-02-05 13:21:17.820068,11.872663462272065,0.00024533895835296226,-0.0012327326604623101,9.537402275850756e-05,2025-02-05 13:40:53.823016,11.872663462272065,0.00024517001771431527,-0.0008544777842808826,9.790745678175911e-05,2025-02-05 13:40:53.823016,-28.110170138094148,0.00024380846638624788,-0.0012742529903435607,9.540809462077963e-05,2025-02-05 14:45:45.752263,-28.110170138094148,0.00024407111576034478,-0.000781057571231869,9.789185506310493e-05,2025-02-05 14:45:45.752263,True
182,0xd7df,0xd886,None,None,12.0,18.0,35.067139696345464,0.0002452146783692552,-0.0010900951682133453,9.623639829758264e-05,2025-02-05 13:21:17.823115,35.067139696345464,0.00024549407783548477,-0.0006265276082405014,9.447424916148213e-05,2025-02-05 13:21:17.823115,11.872663462272065,0.0002454839915723864,-0.0009935669087390853,9.634285233972539e-05,2025-02-05 13:40:53.826759,11.872663462272065,0.00024535799750030737,-0.0006897167882370936,9.444168104991794e-05,2025-02-05 13:40:53.826759,-28.110170138094148,0.0002461796651570134,-0.0009976511234778829,9.635218975418531e-05,2025-02-05 14:45:45.756316,-28.110170138094148,0.00024534743733713524,-0.0007754301884139725,9.442064347742123e-05,2025-02-05 14:45:45.756316,True
